source_root_id,target_root_id,source_node_id,target_node_id,source_title,target_title,tfidf_similarity
root_02,root_13,"COLLINSON E, 2001, MANAGEMENT DECISION","NARVER JC, 1990, J MARKETING",ENTREPRENEURIAL MARKETING – A HISTORICAL PERSPECTIVE ON DEVELOPMENT AND PRACTICE,THE EFFECT OF A MARKET ORIENTATION ON BUSINESS PROFITABILITY,0.01294
root_16,root_19,"GILMORE A, 2011, J RES MARK ENTREP","FORNELL C, 1981, J MARKETING RES",ENTREPRENEURIAL AND SME MARKETING,"SWISSADME: A FREE WEB TOOL TO EVALUATE PHARMACOKINETICS, DRUG-LIKENESS AND MEDICINAL CHEMISTRY FRIENDLINESS OF SMALL MOLECULES",0.012634
root_04,root_11,"SHANE S, 2000, ACAD MANAGE REV","READ S, 2009, J MARKETING",THE PROMISE OF ENTREPRENEURSHIP AS A FIELD OF RESEARCH,MARKETING UNDER UNCERTAINTY: THE LOGIC OF AN EFFECTUAL APPROACH,0.011828
root_04,root_06,"SHANE S, 2000, ACAD MANAGE REV","MATSUNO K, 2002, J MARKETING",THE PROMISE OF ENTREPRENEURSHIP AS A FIELD OF RESEARCH,THE EFFECTS OF ENTREPRENEURIAL PROCLIVITY AND MARKET ORIENTATION ON BUSINESS PERFORMANCE,0.011461
root_13,root_18,"NARVER JC, 1990, J MARKETING","BECHERER RC, 2012, NEW ENGLAND JOURNAL OF ENTREPRENEURSHIP",THE EFFECT OF A MARKET ORIENTATION ON BUSINESS PROFITABILITY,THE EFFECT OF ENTREPRENEURIAL MARKETING ON OUTCOME GOALS IN SMES,0.01081
root_04,root_19,"SHANE S, 2000, ACAD MANAGE REV","FORNELL C, 1981, J MARKETING RES",THE PROMISE OF ENTREPRENEURSHIP AS A FIELD OF RESEARCH,"SWISSADME: A FREE WEB TOOL TO EVALUATE PHARMACOKINETICS, DRUG-LIKENESS AND MEDICINAL CHEMISTRY FRIENDLINESS OF SMALL MOLECULES",0.009412
root_08,root_10,"BARNEY J, 1991, J MANAGE","CARSON D, 1995, MARKETING AND ENTREPRENEURSHIP IN SMES - AN INNOVATIVE APPROACH",FIRM RESOURCES AND SUSTAINED COMPETITIVE ADVANTAGE,Marketing and entrepreneurship in SMEs : an innovative approach,0.008872
root_08,root_09,"BARNEY J, 1991, J MANAGE","SARASVATHY SD, 2001, ACAD MANAGE REV",FIRM RESOURCES AND SUSTAINED COMPETITIVE ADVANTAGE,CAUSATION AND EFFECTUATION: TOWARD A THEORETICAL SHIFT FROM ECONOMIC INEVITABILITY TO ENTREPRENEURIAL CONTINGENCY,0.008456
root_08,root_11,"BARNEY J, 1991, J MANAGE","READ S, 2009, J MARKETING",FIRM RESOURCES AND SUSTAINED COMPETITIVE ADVANTAGE,MARKETING UNDER UNCERTAINTY: THE LOGIC OF AN EFFECTUAL APPROACH,0.006295
root_10,root_19,"CARSON D, 1995, MARKETING AND ENTREPRENEURSHIP IN SMES - AN INNOVATIVE APPROACH","FORNELL C, 1981, J MARKETING RES",Marketing and entrepreneurship in SMEs : an innovative approach,"SWISSADME: A FREE WEB TOOL TO EVALUATE PHARMACOKINETICS, DRUG-LIKENESS AND MEDICINAL CHEMISTRY FRIENDLINESS OF SMALL MOLECULES",0.005376
root_02,root_04,"COLLINSON E, 2001, MANAGEMENT DECISION","SHANE S, 2000, ACAD MANAGE REV",ENTREPRENEURIAL MARKETING – A HISTORICAL PERSPECTIVE ON DEVELOPMENT AND PRACTICE,THE PROMISE OF ENTREPRENEURSHIP AS A FIELD OF RESEARCH,0.0
root_02,root_19,"COLLINSON E, 2001, MANAGEMENT DECISION","FORNELL C, 1981, J MARKETING RES",ENTREPRENEURIAL MARKETING – A HISTORICAL PERSPECTIVE ON DEVELOPMENT AND PRACTICE,"SWISSADME: A FREE WEB TOOL TO EVALUATE PHARMACOKINETICS, DRUG-LIKENESS AND MEDICINAL CHEMISTRY FRIENDLINESS OF SMALL MOLECULES",0.0
root_02,root_05,"COLLINSON E, 2001, MANAGEMENT DECISION","MILLER D, 1983, MANAGE SCI",ENTREPRENEURIAL MARKETING – A HISTORICAL PERSPECTIVE ON DEVELOPMENT AND PRACTICE,THE CORRELATES OF ENTREPRENEURSHIP IN THREE TYPES OF FIRMS,0.0
root_02,root_08,"COLLINSON E, 2001, MANAGEMENT DECISION","BARNEY J, 1991, J MANAGE",ENTREPRENEURIAL MARKETING – A HISTORICAL PERSPECTIVE ON DEVELOPMENT AND PRACTICE,FIRM RESOURCES AND SUSTAINED COMPETITIVE ADVANTAGE,0.0
root_04,root_09,"SHANE S, 2000, ACAD MANAGE REV","SARASVATHY SD, 2001, ACAD MANAGE REV",THE PROMISE OF ENTREPRENEURSHIP AS A FIELD OF RESEARCH,CAUSATION AND EFFECTUATION: TOWARD A THEORETICAL SHIFT FROM ECONOMIC INEVITABILITY TO ENTREPRENEURIAL CONTINGENCY,0.0
root_04,root_18,"SHANE S, 2000, ACAD MANAGE REV","BECHERER RC, 2012, NEW ENGLAND JOURNAL OF ENTREPRENEURSHIP",THE PROMISE OF ENTREPRENEURSHIP AS A FIELD OF RESEARCH,THE EFFECT OF ENTREPRENEURIAL MARKETING ON OUTCOME GOALS IN SMES,0.0
root_05,root_09,"MILLER D, 1983, MANAGE SCI","SARASVATHY SD, 2001, ACAD MANAGE REV",THE CORRELATES OF ENTREPRENEURSHIP IN THREE TYPES OF FIRMS,CAUSATION AND EFFECTUATION: TOWARD A THEORETICAL SHIFT FROM ECONOMIC INEVITABILITY TO ENTREPRENEURIAL CONTINGENCY,0.0
root_06,root_10,"MATSUNO K, 2002, J MARKETING","CARSON D, 1995, MARKETING AND ENTREPRENEURSHIP IN SMES - AN INNOVATIVE APPROACH",THE EFFECTS OF ENTREPRENEURIAL PROCLIVITY AND MARKET ORIENTATION ON BUSINESS PERFORMANCE,Marketing and entrepreneurship in SMEs : an innovative approach,0.0
root_09,root_10,"SARASVATHY SD, 2001, ACAD MANAGE REV","CARSON D, 1995, MARKETING AND ENTREPRENEURSHIP IN SMES - AN INNOVATIVE APPROACH",CAUSATION AND EFFECTUATION: TOWARD A THEORETICAL SHIFT FROM ECONOMIC INEVITABILITY TO ENTREPRENEURIAL CONTINGENCY,Marketing and entrepreneurship in SMEs : an innovative approach,0.0
root_09,root_13,"SARASVATHY SD, 2001, ACAD MANAGE REV","NARVER JC, 1990, J MARKETING",CAUSATION AND EFFECTUATION: TOWARD A THEORETICAL SHIFT FROM ECONOMIC INEVITABILITY TO ENTREPRENEURIAL CONTINGENCY,THE EFFECT OF A MARKET ORIENTATION ON BUSINESS PROFITABILITY,0.0
root_09,root_14,"SARASVATHY SD, 2001, ACAD MANAGE REV","KOHLI AK, 1990, J MARKETING",CAUSATION AND EFFECTUATION: TOWARD A THEORETICAL SHIFT FROM ECONOMIC INEVITABILITY TO ENTREPRENEURIAL CONTINGENCY,"MARKET ORIENTATION: THE CONSTRUCT, RESEARCH PROPOSITIONS, AND MANAGERIAL IMPLICATIONS",0.0
root_09,root_19,"SARASVATHY SD, 2001, ACAD MANAGE REV","FORNELL C, 1981, J MARKETING RES",CAUSATION AND EFFECTUATION: TOWARD A THEORETICAL SHIFT FROM ECONOMIC INEVITABILITY TO ENTREPRENEURIAL CONTINGENCY,"SWISSADME: A FREE WEB TOOL TO EVALUATE PHARMACOKINETICS, DRUG-LIKENESS AND MEDICINAL CHEMISTRY FRIENDLINESS OF SMALL MOLECULES",0.0
